Frequency
89
105
43
28
128
118
58
46
169
144
47
44
210
202
80
77
94
101
32
41
139
114
62
62
158
144
61
41
189
180
68
69
94
97
27
35
120
119
70
55
118
101
52
53
203
149
77
79
61
66
44
27
121
84
54
52
86
86
44
39
146
117
67
47
84
68
21
30
99
100
40
40
109
80
32
30
111
98
48
41
68
60
34
32
106
72
36
34
93
77
29
33
143
115
55
39
62
48
25
30
84
81
60
35
84
62
36
30
121
112
61
37
55
36
23
20
75
68
45
27
63
49
37
24
100
86
51
38
82
81
23
28
96
114
54
56
161
169
70
61
195
148
97
78
84
96
32
31
120
91
42
37
163
141
46
60
194
157
75
74
78
58
32
34
111
109
57
36
104
115
56
52
178
132
80
61
59
49
21
25
78
79
43
43
117
99
43
42
134
114
66
57
67
61
19
20
76
68
33
25
100
83
51
24
112
80
45
42
64
65
29
19
93
76
38
20
97
78
34
33
122
102
53
35
65
54
29
23
90
66
36
36
74
80
38
28
100
89
41
33
41
44
18
19
65
49
32
25
46
58
33
25
79
69
38
33
84
64
36
30
131
84
59
51
100
97
38
41
146
117
71
52
58
73
23
27
130
92
48
41
72
79
41
30
133
129
83
47
49
63
31
32
126
88
55
50
81
68
30
35
141
128
54
59
46
36
27
20
89
71
53
39
69
48
23
39
111
83
64
43
54
54
10
20
74
71
33
30
61
68
29
22
110
91
42
34
55
55
25
24
68
73
35
32
60
67
23
20
90
99
37
32
43
39
27
21
89
61
35
33
70
46
23
20
82
65
49
49
41
30
18
14
75
58
37
14
38
23
16
21
65
72
32
32
69
60
30
25
96
108
47
42
99
73
41
28
140
116
68
50
61
42
21
26
99
78
41
46
121
94
47
35
127
127
51
49
55
45
26
21
86
88
50
42
82
69
39
29
137
105
60
47
38
33
25
14
72
56
43
32
72
52
33
25
100
87
40
64
40
42
12
15
73
69
31
27
68
62
25
16
90
71
40
42
52
47
16
12
58
67
32
30
52
41
26
21
77
71
40
29
43
39
19
18
71
66
31
24
52
37
36
22
84
66
47
36
37
21
10
16
50
50
24
22
43
29
15
14
58
54
36
25
